             version              nb_cpu                   N        nb_iteration        erreur_infty               temps
          3.00000000          8.00000000        300.00000000      66569.00000000          0.00000046          2.59830400
          4.00000000          1.00000000        300.00000000      66569.00000000          0.00000046          5.83965600
          4.00000000          2.00000000        300.00000000      66569.00000000          0.00000046          3.32251800
          4.00000000          4.00000000        300.00000000      66569.00000000          0.00000046          2.03704800
          4.00000000          6.00000000        300.00000000      66569.00000000          0.00000046          2.63010200
          4.00000000          8.00000000        300.00000000      66569.00000000          0.00000046          2.64296100
          5.00000000                 nan        300.00000000                 nan          0.00000046          4.79852600
          6.00000000                 nan        300.00000000                 nan          0.00000046          0.05369800
          1.00000000                 nan        500.00000000     171980.00000000          0.00000015         35.49752300
          2.00000000          1.00000000        500.00000000     171980.00000000          0.00000015         33.29031300
          2.00000000          2.00000000        500.00000000     171980.00000000          0.00000015         20.24320300
          2.00000000          4.00000000        500.00000000     171980.00000000          0.00000015         13.27249500
          2.00000000          6.00000000        500.00000000     171980.00000000          0.00000015         17.89371800
          2.00000000          8.00000000        500.00000000     171980.00000000          0.00000015         17.43871500
          3.00000000          1.00000000        500.00000000     171980.00000000          0.00000015         35.45215800
          3.00000000          2.00000000        500.00000000     171980.00000000          0.00000015         20.45421700
          3.00000000          4.00000000        500.00000000     171980.00000000          0.00000015         12.54828700
          3.00000000          6.00000000        500.00000000     171980.00000000          0.00000015         15.46982000
          3.00000000          8.00000000        500.00000000     171980.00000000          0.00000015         14.98837400
          4.00000000          1.00000000        500.00000000     171980.00000000          0.00000015         38.43266900
          4.00000000          2.00000000        500.00000000     171980.00000000          0.00000015         22.06824000
          4.00000000          4.00000000        500.00000000     171980.00000000          0.00000015         13.93758200
          4.00000000          6.00000000        500.00000000     171980.00000000          0.00000015         21.17870300
          4.00000000          8.00000000        500.00000000     171980.00000000          0.00000015         18.78550400
          5.00000000                 nan        500.00000000                 nan          0.00000017         35.72449600
          6.00000000                 nan        500.00000000                 nan          0.00000017          0.16039400
          1.00000000                 nan        700.00000000     320379.00000000          0.00000005        131.58501700
          2.00000000          1.00000000        700.00000000     320379.00000000          0.00000005        120.37177400
          2.00000000          2.00000000        700.00000000     320379.00000000          0.00000005         77.66887900
          2.00000000          4.00000000        700.00000000     320379.00000000          0.00000005         52.87915800
          2.00000000          6.00000000        700.00000000     320379.00000000          0.00000005         62.09682900
          2.00000000          8.00000000        700.00000000     320379.00000000          0.00000005         58.68963600
          3.00000000          1.00000000        700.00000000     320379.00000000          0.00000005        130.98347200
          3.00000000          2.00000000        700.00000000     320379.00000000          0.00000005         78.73910200
          3.00000000          4.00000000        700.00000000     320379.00000000          0.00000005         61.92843400
          3.00000000          6.00000000        700.00000000     320379.00000000          0.00000005         61.81077300
          3.00000000          8.00000000        700.00000000     320379.00000000          0.00000005        142.45358600
          4.00000000          1.00000000        700.00000000     320379.00000000          0.00000005        139.29846900
          4.00000000          2.00000000        700.00000000     320379.00000000          0.00000005         81.80454400
          4.00000000          4.00000000        700.00000000     320379.00000000          0.00000005         70.63599800
          4.00000000          6.00000000        700.00000000     320379.00000000          0.00000005         68.29092200
          4.00000000          8.00000000        700.00000000     320379.00000000          0.00000005        128.98304300
          5.00000000                 nan        700.00000000                 nan          0.00000009        373.91386200
          6.00000000                 nan        700.00000000                 nan          0.00000009          0.33526100
          6.00000000                 nan       1000.00000000                 nan          0.00000004          0.70480700
          6.00000000                 nan       1500.00000000                 nan          0.00000002          8.26979300
          6.00000000                 nan       2000.00000000                 nan          0.00000001         15.73222400
          6.00000000                 nan       2500.00000000                 nan          0.00000001         26.03028400
          6.00000000                 nan       3000.00000000                 nan          0.00000000         38.92111500
          6.00000000                 nan       3500.00000000                 nan          0.00000000         55.44659000
          6.00000000                 nan       4000.00000000                 nan          0.00000000         76.23762900
          6.00000000                 nan       4500.00000000                 nan          0.00000000        100.02429800
          6.00000000                 nan       5000.00000000                 nan          0.00000000        160.81557100
          6.00000000                 nan       5500.00000000                 nan          0.00000000        206.85507600
